source,target
3393,379984
3393,162549
3393,269693
3393,134271
3393,272685
3393,403317
3393,30604
3393,436503
3393,205199
3393,54605
3393,453672
3393,381267
3393,209897
3393,27127
3393,240639
3393,129758
3393,308447
3393,112162
3393,428063
3393,44928
3393,217474
3393,5768
3393,150881
3393,249169
3393,204829
3393,177392
3393,211289
3393,99010
3393,189826
3393,431960
3393,291835
3393,89785
3393,445675
3393,216542
3393,308992
3393,50898
3393,215612
3393,224382
3393,177071
3393,425493
3393,212440
3393,450346
3393,289228
3393,437184
3393,168576
3393,149673
3393,54300
3393,203012
3393,107409
3393,109237
3393,18010
3393,153739
3393,435500
3393,199072
3393,362970
3393,46091
3393,87697
3393,18083
3393,155258
3393,208819
3393,62619
3393,142581
3393,164050
3393,263699
3393,281378
3393,281642
3393,165835
3393,17640
3393,211601
3393,140642
3393,227176
3393,220257
3393,30119
3393,99783
3393,174744
3393,272763
3393,280247
3393,268105
3393,263524
3393,296593
3393,186902
3393,380806
3393,100215
3393,273639
3393,325000
3393,48349
3393,102891
3393,253851
3393,361235
3393,87619
3393,414310
3393,169495
3393,77937
3393,442323
3393,317550
3393,215557
3393,426916
3393,448044
3393,38914
3393,221742
3393,180331
3393,449202
3393,121679
3393,429133
3393,307102
3393,223216
3393,201659
3393,258247
3393,171315
3393,438924
3393,183156
3393,197490
3393,372346
3393,158675
3393,87266
3393,289565
3393,62693
3393,339488
3393,424131
3393,212198
3393,230884
3393,159206
3393,31131
3393,218687
3393,231178
3393,454796
3393,320058
3393,120049
3393,360858
3393,442835
3393,185574
3393,232033
3393,343224
3393,412450
3393,412660
3393,328113
3393,443484
3393,166120
3393,450344
3393,118194
3393,209099
3393,131747
3393,354650
3393,128881
3393,388849
3393,74301
3393,438910
3393,440368
3393,69445
3393,59698
3393,191170
3393,95765
3393,398304
3393,188335
3393,239021
3393,243938
3393,437036
3393,419118
3393,214098
3393,231046
3393,277483
3393,381669
3393,243065
3393,439443
3393,317623
3393,75256
3393,373413
3393,32282
3393,432208
3393,8665
3393,28979
3393,205319
3393,48206
3393,80647
3393,376841
3393,240563
3393,152406
3393,295284
3393,448266
3393,70109
3393,232269
3393,453871
3393,297359
3393,43005
3393,264742
3393,233507
3393,111594
3393,59111
3393,214091
3393,312141
3393,240259
3393,185960
3393,13798
3393,380122
3393,278942
3393,217718
3393,248598
3393,317970
3393,102756
3393,19269
3393,399524
3393,439599
3393,200525
3393,57629
3393,74718
3393,52123
3393,429662
3393,19183
3393,98246
3393,206954
3393,177460
3393,254215
3393,377915
3393,432078
3393,78610
3393,160700
3393,38704
3393,57634
3393,313672
3393,221710
3393,239514
3393,422526
3393,199895
3393,99711
3393,275730
3393,24383
3393,385353
3393,270751
3393,261421
3393,176246
3393,320364
3393,165499
3393,70050
3393,279895
3393,31344
3393,227039
3393,309194
3393,420422
3393,49342
3393,429819
3393,450986
3393,73166
3393,81871
3393,316672
3393,54707
3393,220541
3393,212575
3393,98135
3393,134148
3393,407558
3393,65737
3393,401333
3393,112647
3393,189039
3393,44726
3393,176944
3393,53419
3393,199521
3393,211663
3393,206123
3393,206847
3393,455472
3393,381076
3393,218427
3393,35846
3393,25385
3393,213549
3393,184066
3393,223397
3393,193671
3393,176434
3393,451989
3393,123605
3393,208018
3393,288985
3393,433724
3393,362557
3393,213428
3393,350821
3393,250074
3393,257432
3393,120403
3393,10422
3393,149640
3393,222148
3393,417499
3393,303917
3393,328680
3393,208812
3393,270456
3393,36626
3393,212084
3393,95322
3393,325783
3393,219388
3393,169354
3393,222466
3393,439635
3393,249167
3393,223405
3393,65796
3393,201178
3393,224232
3393,335559
3393,421790
3393,346879
3393,432444
3393,201183
3393,438369
3393,308516
3393,132971
3393,380807
3393,94191
3393,223576
3393,396067
3393,126398
3393,206464
3393,173869
3393,50436
3393,422420
3393,331694
3393,436801
3393,19004
3393,401292
3393,399815
3393,54710
3393,250084
3393,382846
3393,84954
3393,433119
3393,2907
3393,375497
3393,59587
3393,245441
3393,426271
3393,15857
3393,83932
3393,250619
3393,317780
3393,250537
3393,214518
3393,429428
3393,412043
3393,97692
3393,222823
3393,222164
3393,132655
3393,208468
3393,109034
3393,221342
3393,341876
3393,323375
3393,454177
3393,224638
3393,296658
3393,81169
3393,236321
3393,283392
3393,206919
3393,16502
3393,140973
3393,320680
3393,331754
3393,421379
3393,251286
3393,334537
3393,203547
3393,312711
3393,454047
3393,275474
3393,39882
3393,123732
3393,145537
3393,405051
3393,131788
3393,81405
3393,36615
3393,135298
3393,195484
3393,21449
3393,66912
3393,111597
3393,217651
3393,228268
3393,437766
3393,187612
3393,250814
3393,222866
3393,321066
3393,203740
3393,373063
3393,296713
3393,270629
3393,396042
3393,267859
3393,247956
3393,231305
3393,272266
3393,243130
3393,38673
3393,148626
3393,446128
3393,277671
3393,226114
3393,9310
3393,40604
3393,330800
3393,403763
3393,412613
3393,438839
3393,116420
3393,299494
3393,155853
3393,209003
3393,429827
3393,323810
3393,123959
3393,223400
3393,144237
3393,78328
3393,173963
3393,394410
3393,91957
3393,212134
3393,18357
3393,349069
3393,167342
3393,104405
3393,101995
3393,252380
3393,283773
3393,214971
3393,350552
3393,21365
3393,448895
3393,11434
3393,306683
3393,132480
3393,19086
3393,35659
3393,372347
3393,405054
3393,166190
3393,447578
3393,218535
3393,374281
3393,182647
3393,239864
3393,181994
3393,157092
3393,361911
3393,383600
3393,211635
3393,366322
3393,147612
3393,200657
3393,416575
3393,154205
3393,317589
3393,264101
3393,411297
3393,450685
3393,77651
3393,237747
3393,48313
3393,64533
3393,301254
3393,98285
3393,405174
3393,156160
3393,247426
3393,344414
3393,313011
3393,413563
3393,142824
3393,122150
3393,203466
3393,37177
3393,89096
3393,371796
3393,63590
3393,306568
3393,156104
3393,31369
3393,349474
3393,447743
3393,107413
3393,237030
3393,136120
3393,212022
3393,180149
3393,17903
3393,171647
3393,354180
3393,200613
3393,90382
3393,163228
3393,207624
3393,108648
3393,367165
3393,408759
3393,245617
3393,158490
3393,109408
3393,425533
3393,161919
3393,208849
3393,19267
3393,18506
3393,306160
3393,199217
3393,182055
3393,446032
3393,358808
3393,165467
3393,122361
3393,137477
3393,106554
3393,327890
3393,21152
3393,80660
3393,412602
3393,418408
3393,204888
3393,18598
3393,192719
3393,279032
3393,351814
3393,427985
3393,139329
3393,152382
3393,435562
3393,71406
3393,352623
3393,70030
3393,385085
353237,62217
62217,414896
62217,421797
62217,296481
62217,421345
62217,338524
62217,111752
62217,256429
62217,424598
62217,328637
62217,316476
62217,394554
62217,421443
62217,289813
62217,449275
62217,353364
62217,221538
62217,313001
62217,350879
62217,400492
62217,83957
62217,307473
62217,245864
62217,325330
62217,327195
62217,111756
62217,338522
62217,204796
62217,293598
62217,111754
62217,113636
62217,328804
4974,3571
4974,88729
4974,92528
4974,16309
4974,153471
4974,8321
4974,2941
4974,106247
4974,107471
4974,226267
4974,330895
4974,86298
4974,119239
4974,49084
4974,7436
4974,8451
4974,170788
4974,20398
4974,66829
4974,2567
4974,3998
4974,1988
3571,162755
3571,117145
3571,17246
3571,387833
3571,56303
3571,138192
3571,124980
3571,116694
3571,159741
3571,105278
3571,285143
3571,101973
3571,38966
3571,241363
3571,329867
3571,205263
3571,8786
3571,156353
3571,107486
3571,86209
3571,292450
3571,244844
3571,2387
3571,197430
3571,324871
3571,50862
3571,188534
3571,160601
3571,145002
3571,13129
3571,332925
3571,130940
3571,19673
3571,11055
3571,342246
3571,2315
3571,379280
3571,141416
3571,91569
3571,230540
3571,165850
3571,5066
3571,414926
3571,39885
3571,16761
3571,173338
3571,455902
3571,85831
3571,128091
3571,90566
3571,137112
3571,253182
3571,9348
3571,138503
3571,62803
3571,175567
3571,307146
3571,272731
3571,223288
3571,36499
3571,175278
3571,88415
3571,208116
3571,69815
3571,1976
3571,396718
3571,288590
3571,110134
3571,27815
3571,287190
3571,41194
3571,140613
3571,136826
3571,30423
3571,186902
3571,37428
3571,380560
3571,228335
3571,37181
3571,113480
3571,22159
3571,38773
3571,19824
3571,60673
3571,267867
3571,68189
3571,14027
3571,229928
3571,148871
3571,269005
3571,98328
3571,249270
3571,185377
3571,145341
3571,448315
3571,153268
3571,45848
3571,99829
3571,18605
3571,354854
3571,349548
3571,13542
3571,44474
3571,32651
3571,98819
3571,16679
3571,318237
3571,117259
3571,217886
3571,208757
3571,361724
3571,22245
3571,454731
3571,120533
3571,160426
3571,78707
3571,172214
3571,102840
3571,12558
3571,301401
3571,77640
3571,38116
3571,32012
3571,206854
3571,136241
3571,17639
3571,171377
3571,179834
3571,374120
3571,104170
3571,215834
3571,204923
3571,229843
3571,138996
3571,106960
3571,82858
3571,62302
3571,197545
3571,22211
3571,182226
3571,29447
3571,169312
3571,203059
3571,29820
3571,19369
3571,204979
3571,219455
3571,223643
3571,187358
3571,26047
3571,226430
3571,100586
3571,58715
3571,161982
3571,89678
3571,95290
3571,13187
3571,255529
3571,347957
3571,21234
3571,186278
3571,32370
3571,186164
3571,229273
3571,290790
3571,277780
3571,337416
3571,2307
3571,389279
3571,173333
3571,377611
3571,299201
3571,173826
3571,132762
3571,107361
3571,392521
3571,127744
3571,28707
3571,21281
3571,216774
3571,21495
3571,332591
3571,93288
3571,26334
3571,165867
3571,375867
3571,322562
3571,3817
3571,38626
3571,333552
3571,239352
3571,10832
3571,410910
3571,367136
3571,421224
3571,393928
3571,268028
3571,12520
3571,162770
3571,10827
3571,212207
3571,223906
3571,374619
3571,23185
3571,61821
3571,28045
3571,222894
3571,178288
3571,326458
3571,23422
3571,125257
3571,180303
3571,296280
3571,15747
3571,46143
3571,305794
3571,192564
3571,316510
3571,205608
3571,235830
3571,119761
3571,212334
3571,26512
3571,132419
3571,256157
3571,67131
3571,143132
3571,235783
3571,415572
3571,25876
3571,58383
3571,229313
3571,300151
3571,291180
3571,26370
3571,39976
3571,1447
3571,32270
3571,19357
3571,299250
3571,254356
3571,12899
3571,1864
3571,22250
3571,112590
3571,154096
3571,69305
3571,15782
3571,84624
3571,174404
3571,76482
3571,276788
3571,115422
3571,126797
3571,235199
3571,246129
3571,60674
3571,46642
3571,7069
3571,253881
3571,146040
3571,132937
3571,163322
3571,27168
3571,112856
3571,364987
3571,23572
3571,216855
3571,20639
3571,220180
3571,115999
3571,103618
3571,288824
3571,219299
3571,376769
3571,328084
3571,404474
3571,451188
3571,372050
3571,342417
3571,270902
3571,208264
3571,8636
3571,256738
3571,72416
3571,814
3571,249558
3571,250091
3571,35632
3571,146704
3571,129156
3571,23198
3571,182995
3571,220224
3571,203705
3571,312585
3571,32620
3571,293656
3571,228267
3571,29189
3571,107227
3571,256968
3571,228371
3571,51989
3571,154362
3571,181713
3571,74735
3571,78400
3571,2787
3571,356059
3571,85495
3571,329032
3571,101830
3571,152294
3571,187663
3571,57166
3571,109598
3571,75758
3571,431245
3571,83356
3571,182566
3571,362570
3571,3710
3571,325402
3571,154364
3571,346710
3571,146827
3571,247691
3571,262853
3571,420311
3571,230566
3571,21276
3571,1369
3571,134564
3571,418610
3571,275998
3571,82763
3571,346812
3571,56635
3571,20552
3571,88714
3571,179837
3571,287097
3571,86785
3571,20261
3571,3287
3571,49131
3571,113142
3571,118159
3571,357936
3571,253175
3571,211410
3571,19916
3571,168933
3571,371745
3571,319548
3571,135808
3571,70789
3571,294590
3571,137701
3571,131128
3571,225301
3571,162652
3571,362361
3571,175119
3571,324554
3571,88719
3571,418570
3571,80992
3571,346920
3571,318819
3571,310754
3571,96363
3571,445761
3571,133365
3571,259750
3571,161831
3571,359818
3571,144025
3571,277030
3571,375959
3571,14766
3571,216553
3571,14858
3571,27702
3571,182180
3571,159835
3571,370049
3571,157856
3571,211596
3571,17076
3571,46088
3571,1013
3571,439657
3571,361445
3571,398750
3571,281255
3571,165425
3571,61067
3571,9454
3571,234367
3571,388145
3571,94057
3571,5596
3571,268757
3571,134372
3571,43720
3571,76461
3571,1930
3571,423057
3571,319620
3571,32868
3571,222308
3571,17501
3571,227744
3571,24002
3571,85755
3571,73645
3571,8288
3571,215259
3571,56519
3571,94705
3571,97546
3571,209805
3571,33026
3571,136542
3571,68375
3571,84847
3571,52971
3571,429183
3571,3401
3571,187248
3571,202598
3571,301059
3571,179136
3571,48769
3571,275952
3571,247600
3571,223187
3571,216748
3571,333301
3571,21114
3571,231597
3571,209204
3571,423959
3571,107570
3571,249875
3571,203127
3571,17357
3571,145739
3571,136117
3571,83499
3571,23464
3571,85562
3571,244383
3571,400982
3571,196191
3571,214906
3571,30096
3571,171443
3571,76246
3571,18984
3571,208330
3571,45208
3571,151460
3571,1429
3571,445254
3571,142430
3571,179194
3571,67644
3571,51501
3571,281385
3571,33530
3571,53759
3571,393872
3571,95550
3571,48696
3571,80744
3571,22221
3571,27285
3571,145547
3571,147466
3571,233038
3571,387250
3571,147563
3571,383350
3571,36893
3571,174656
3571,24875
3571,69435
3571,10105
3571,41237
3571,171633
3571,337101
3571,59677
3571,320365
3571,109444
3571,156565
3571,175195
3571,27032
3571,113509
3571,383250
3571,8317
3571,211841
3571,4630
3571,438122
3571,110325
3571,118226
3571,25633
3571,42431
3571,25551
3571,19007
3571,188475
3571,42286
3571,160587
3571,203682
3571,201127
3571,190611
3571,126568
3571,218214
3571,178194
3571,3827
3571,50405
3571,162516
3571,335507
3571,66032
3571,323452
3571,97777
3571,28327
3571,17491
3571,17053
3571,16389
3571,99227
3571,398489
3571,293679
3571,128286
3571,3139
3571,355537
3571,199665
3571,51672
3571,267845
3571,114374
3571,354912
3571,15801
3571,201191
3571,242809
3571,32027
3571,85405
3571,322782
3571,269006
3571,13197
3571,307790
3571,382944
3571,197667
3571,48222
3571,48134
3571,25504
3571,131286
3571,352820
3571,107363
3571,16177
3571,376432
3571,64356
3571,412866
3571,327934
3571,449871
3571,324899
3571,38105
3571,60919
3571,138454
3571,99941
3571,28015
3571,256741
3571,10889
3571,61548
3571,187290
3571,88512
3571,22625
3571,10933
3571,36526
3571,10311
3571,68890
3571,245905
3571,91378
3571,11203
3571,68892
3571,20657
3571,213204
3571,275503
3571,143213
3571,116423
3571,207297
3571,62820
3571,87900
3571,8136
3571,80954
3571,40923
3571,2773
3571,44803
3571,304653
3571,291431
3571,266524
3571,235586
3571,228478
3571,175601
3571,136959
3571,37236
3571,39832
3571,11008
3571,149806
3571,154647
3571,88711
3571,410077
3571,353124
3571,60371
3571,309264
3571,165812
3571,20370
3571,16740
3571,333796
3571,418300
3571,246510
3571,151536
3571,396729
3571,153019
3571,57552
3571,280758
3571,234274
3571,417839
3571,35111
3571,10834
3571,287275
3571,162471
3571,128071
3571,228016
3571,44738
3571,101874
3571,19594
3571,443493
3571,209424
3571,255374
3571,36638
3571,215277
3571,261734
3571,160740
3571,326926
3571,415132
3571,216063
3571,183926
3571,21282
3571,172096
3571,53672
3571,102144
3571,177392
3571,139764
3571,203684
3571,260631
3571,223339
3571,443636
3571,18344
3571,26847
3571,147384
3571,252507
3571,234933
3571,238246
3571,230334
3571,142775
3571,89807
3571,147374
3571,208774
3571,13273
3571,75619
3571,92415
3571,50696
3571,222079
3571,400724
3571,339625
3571,313181
3571,42376
3571,108647
3571,28279
3571,133218
3571,213082
3571,154546
3571,4298
3571,176204
3571,402797
3571,137737
3571,435196
3571,184458
3571,108117
3571,296965
3571,223507
3571,17065
3571,80913
3571,188217
3571,374065
3571,2364
3571,140431
3571,246152
3571,163650
3571,8023
3571,413690
3571,364016
3571,122653
3571,409
3571,13654
3571,41169
3571,299130
3571,2509
3571,97478
3571,246764
3571,105795
3571,15715
3571,113229
3571,210544
3571,51319
3571,9710
3571,26912
3571,28824
3571,204390
3571,431238
3571,289115
3571,308237
3571,423261
3571,282230
3571,250664
3571,112686
3571,201141
3571,113793
3571,36692
3571,5592
3571,142310
3571,428842
3571,332637
3571,205925
3571,17532
3571,294953
3571,205689
3571,448426
3571,112358
3571,271283
3571,432852
3571,105622
3571,286902
3571,78847
3571,451385
3571,146503
3571,223029
3571,165331
3571,46935
3571,38095
3571,5158
3571,408431
3571,188262
3571,452006
3571,85856
3571,80555
3571,394579
3571,107420
3571,178723
3571,449612
3571,195693
3571,23399
3571,373166
3571,219909
3571,88460
3571,449079
3571,85679
3571,81217
3571,348000
3571,316119
3571,230137
3571,102033
3571,81538
3571,133409
3571,4040
3571,215258
3571,443778
3571,9391
3571,100494
3571,111095
3571,305381
3571,231114
3571,20481
3571,159776
3571,153542
3571,113531
3571,34498
3571,27033
3571,67921
3571,149046
3571,37473
3571,92867
3571,250017
3571,181304
3571,422619
3571,376000
3571,35226
3571,140544
3571,40067
3571,189483
3571,172748
3571,729
3571,13859
3571,49346
3571,332851
3571,208941
3571,63631
3571,148651
3571,15549
3571,77094
3571,121856
3571,113485
3571,55065
3571,23097
3571,303032
3571,13078
3571,303366
3571,83987
3571,255748
3571,201358
3571,27504
3571,317094
3571,238650
3571,337384
3571,251721
3571,141591
3571,437874
3571,296356
3571,368770
3571,139441
3571,254245
3571,170665
3571,100173
3571,120849
3571,72530
3571,160570
3571,143225
3571,236947
3571,82591
3571,47208
3571,1902
3571,77419
3571,173500
3571,439007
3571,124092
3571,238067
3571,165849
3571,225221
3571,332586
3571,282620
3571,45572
3571,4796
3571,25258
3571,126685
3571,56054
3571,386443
3571,324439
3571,23859
3571,323256
3571,95750
3571,45493
3571,7823
3571,4601
3571,108549
3571,265721
3571,1279
3571,81547
3571,204275
3571,57598
3571,152804
3571,2579
3571,7828
3571,364216
3571,130574
3571,269819
3571,22310
3571,441050
3571,167569
3571,308802
3571,24946
3571,58031
3571,169475
3571,16227
3571,78866
3571,8391
3571,234303
3571,150870
3571,21764
3571,325785
3571,43596
3571,17799
3571,13175
3571,169232
3571,34501
3571,148623
3571,249831
3571,39746
3571,127440
3571,181817
3571,368435
3571,261876
3571,126782
3571,20854
3571,133712
3571,56414
3571,221003
3571,207808
3571,265472
3571,221794
3571,271203
3571,354591
3571,31600
3571,168485
3571,310435
3571,41446
3571,319224
3571,91709
3571,404116
3571,34473
3571,21884
3571,217865
3571,174304
3571,13538
3571,15171
3571,19285
3571,124835
3571,4853
3571,127858
3571,115259
3571,6274
3571,155060
3571,300447
3571,48271
3571,70754
3571,255410
3571,44933
3571,371900
3571,111977
3571,56297
3571,285403
3571,66730
3571,256052
3571,8675
3571,294050
3571,164686
3571,4012
3571,236727
3571,300786
3571,208551
3571,3264
3571,13363
3571,143478
3571,160312
3571,160736
3571,11669
3571,382034
3571,185048
3571,228171
3571,29542
3571,204903
3571,421376
3571,304633
3571,12771
3571,294580
3571,292728
3571,234732
3571,300960
3571,153152
3571,12143
3571,311936
3571,114086
3571,135290
3571,60290
3571,5851
3571,112953
3571,38079
3571,74830
3571,16162
3571,28315
3571,270789
3571,15718
3571,290855
3571,47735
3571,139646
3571,23972
3571,358160
3571,427934
3571,247871
3571,218581
3571,444301
3571,32034
3571,185046
3571,281166
3571,21235
3571,119742
3571,175898
3571,32430
3571,265109
3571,168110
3571,98360
3571,38800
3571,90480
3571,30290
3571,155009
3571,230681
3571,15011
3571,154928
3571,1007
3571,73303
3571,218554
3571,72540
3571,254174
3571,241961
3571,125748
3571,29521
3571,29315
3571,51205
3571,7369
3571,236624
3571,306099
3571,127017
3571,26214
3571,108171
3571,222784
3571,241112
3571,201492
3571,324128
3571,23471
3571,254326
3571,45367
3571,26862
3571,12739
3571,27727
3571,136936
3571,27415
3571,180436
3571,328486
3571,179714
3571,154107
3571,25606
3571,174111
3571,41052
3571,68614
3571,149825
3571,36933
3571,368706
3571,152139
3571,48361
3571,334210
3571,219087
3571,1033
3571,197837
3571,377197
3571,247887
3571,66978
3571,42405
3571,409276
3571,172216
3571,135970
3571,10896
3571,297670
3571,94795
3571,179353
3571,328037
3571,63661
3571,17607
3571,226474
3571,92434
3571,364776
3571,77819
3571,110145
3571,29066
3571,108480
3571,311805
3571,376705
3571,1270
3571,339773
3571,221853
3571,1731
3571,45834
3571,9499
3571,116828
3571,96272
3571,81990
3571,58529
3571,395448
3571,232052
3571,253224
3571,29721
3571,15652
3571,413073
3571,127996
3571,27205
3571,135109
3571,11445
3571,56333
3571,47937
3571,63909
3571,5815
3571,73606
3571,254725
3571,15556
3571,361894
3571,174900
3571,272364
3571,3572
3571,413530
3571,147566
3571,12763
3571,339456
3571,219062
3571,4597
3571,92346
3571,27311
3571,296071
3571,137063
3571,150216
3571,357302
3571,232615
3571,132909
3571,24869
3571,225454
3571,32876
3571,160424
3571,431750
3571,33939
3571,139631
3571,16064
3571,12869
3571,289094
3571,177953
3571,197768
3571,365642
3571,21804
3571,442647
3571,116075
3571,27271
3571,41123
3571,218969
3571,80900
3571,57001
3571,40064
3571,433297
3571,360166
3571,359747
3571,388496
3571,175375
3571,54936
3571,212175
3571,176925
3571,94936
3571,318137
3571,312917
3571,110644
3571,412388
3571,288406
3571,376241
3571,255209
3571,400287
3571,341
3571,381677
3571,60285
3571,180327
3571,227964
3571,154953
3571,263245
3571,52202
3571,106446
3571,169977
3571,404442
3571,32443
3571,171720
3571,282514
3571,108383
3571,45815
3571,385528
3571,36661
3571,21761
3571,34162
3571,29584
3571,190130
3571,305690
3571,345163
3571,125766
3571,182567
3571,2558
3571,13688
3571,320209
3571,229802
3571,200766
3571,157238
3571,65989
3571,141259
3571,76918
3571,131126
3571,429736
3571,402977
3571,332922
3571,104545
3571,94270
3571,98076
3571,175473
3571,85905
3571,326292
3571,380566
3571,296728
3571,408055
3571,8442
3571,50187
3571,166859
3571,426560
3571,4917
3571,146376
3571,9528
3571,196238
3571,41095
3571,19686
3571,96552
3571,18263
3571,7633
3571,3769
3571,64721
3571,215477
3571,346010
3571,16947
3571,103841
3571,115103
3571,1850
3571,107040
3571,63606
3571,200451
3571,96482
3571,104746
3571,238651
3571,25486
3571,25326
3571,141098
3571,103620
3571,70724
3571,13912
3571,141954
3571,241249
3571,15398
3571,429267
3571,198795
3571,146235
3571,197162
3571,19834
3571,201974
3571,23073
3571,217458
3571,8601
3571,13499
3571,212869
3571,12046
3571,104026
3571,78361
3571,95481
3571,187739
3571,9498
3571,71183
3571,104663
3571,183675
3571,282002
3571,320958
3571,323758
3571,161230
3571,25407
3571,6625
3571,361527
3571,13047
3571,141619
3571,23433
3571,48303
3571,146022
3571,14972
3571,236311
3571,13021
3571,26180
3571,412556
3571,17464
3571,120694
3571,438733
3571,5362
3571,395129
3571,253214
3571,20219
3571,47328
3571,72587
3571,113779
3571,173303
3571,63969
3571,18968
3571,145844
3571,159986
3571,55131
3571,409656
3571,199804
3571,4129
3571,366427
3571,308236
3571,140121
3571,95170
3571,168344
3571,167311
3571,22240
3571,408285
3571,139516
3571,51635
3571,216192
3571,48701
3571,149244
3571,224692
3571,121813
3571,279951
3571,210348
3571,409234
3571,115754
3571,67504
3571,250307
3571,7866
3571,67624
3571,454248
3571,126652
3571,189130
3571,287338
3571,146008
3571,210374
3571,164546
3571,307893
3571,16774
3571,246706
3571,414125
3571,276957
3571,15711
3571,16711
3571,411346
3571,275654
3571,105095
3571,55163
3571,250150
3571,246326
3571,429440
3571,8539
3571,353454
3571,35263
3571,103542
3571,288739
3571,123765
3571,11543
3571,421968
3571,117510
3571,356810
3571,401644
3571,120464
3571,52190
3571,25536
3571,384465
3571,277114
3571,207210
3571,9608
3571,76813
3571,97905
3571,178767
3571,297770
3571,134967
3571,101133
3571,200407
3571,387584
3571,155028
3571,48553
3571,235004
3571,5266
3571,373602
3571,13137
3571,14803
3571,91957
3571,133187
3571,125005
3571,205693
3571,197352
3571,299136
3571,348650
3571,4267
3571,98079
3571,192537
3571,393697
3571,85401
3571,337377
3571,304664
3571,42542
3571,74936
3571,142589
3571,15383
3571,287735
3571,5549
3571,118704
3571,62837
3571,67625
3571,206085
3571,51598
3571,45246
3571,12570
3571,336125
3571,56465
3571,211097
3571,199922
3571,99495
3571,109771
3571,239935
3571,46038
3571,320305
3571,143904
3571,412920
3571,159587
3571,87983
3571,556
3571,91354
3571,3820
3571,114553
3571,35225
3571,4656
3571,389753
3571,237593
3571,100749
3571,90672
3571,255701
3571,409937
3571,5623
3571,141691
3571,89312
3571,13204
3571,7991
3571,165032
3571,25578
3571,28991
3571,204135
3571,141156
3571,83855
3571,370323
3571,111230
3571,269699
3571,382502
3571,138928
3571,2157
3571,173192
3571,66399
3571,14869
3571,236994
3571,228746
3571,414427
3571,160802
3571,232805
3571,121001
3571,18480
3571,3125
3571,132076
3571,286419
3571,399567
3571,43464
3571,446956
3571,149438
3571,6996
3571,334458
3571,286371
3571,384518
3571,2913
3571,38793
3571,83059
3571,39530
3571,225533
3571,27609
3571,345603
3571,267990
3571,266973
3571,41839
3571,87713
3571,54614
3571,16309
3571,13657
3571,227076
3571,38533
3571,126876
3571,9874
3571,152048
3571,268467
3571,432465
3571,9321
3571,66736
3571,13120
3571,264193
3571,4493
3571,373618
3571,454607
3571,210100
3571,127386
3571,395128
3571,30714
3571,4768
3571,237899
3571,237343
3571,15966
3571,14755
3571,199544
3571,760
3571,294637
3571,402032
3571,13068
3571,267988
3571,360815
3571,157146
3571,146044
3571,341535
3571,236312
3571,164671
3571,419926
3571,57936
3571,213201
3571,194657
3571,88782
3571,430639
3571,163264
3571,202813
3571,94475
